mention_id,song_id,brand_id,brand_alias,context,char_start,char_end,sentiment,detection_method,mention_count,context_len,gold_label,sent_pos,sent_neg
2401,2917993,24,rollie,i just fucked your bitch and i just fucked her back to back copped designer kitchen i dont where i am back to back we be in the club were poppin bottles back to back so let dj turn it up and play it back to back shawty i am a liar come suck on this pacifier rollie was 30 thousand im shootin im tired of fightin my bitches be a1 a1,462,468,negative,nlp_regex_ner,1,331,1,0,1
2402,2917993,43,givenchy,and i aint say nothin givenchy hood no trayvon nighttime ride x6 i8 for the daytime gettin this money for all these years money longer feedin all the kids 52 hundred for the cartier clip longer than barber chairs elevated to the master room who the fuck walkin up the stairs a white trip pearl harbor,582,590,negative,nlp_regex_ner,1,300,1,0,1
2403,2918000,6,birkin,wit it in her dm and ill with him these niggas hoes ill slap niggas bought my bitch a birkin cause she worth it told her i be cheating cause aint nobody perfect she held me down when i was locked up she was with me in the kitchen when that locked up,890,896,negative,nlp_regex_ner,1,249,1,0,1
2404,2918819,10,versace,if you think im done trappin cause i made it rappin basically this is something that you dont really know about me a ghetto superstar riding through the six middle fingers up screaming sun valley im reppin it im reppin it im reppin it im reppin it im reppin it im reppin it im reppin it im reppin it im reppin it 1970 our tower sun valley well young nigga jumped off and started trappin a nigga got killed last night what happened fuckin with them double crossin bitches from the valley mountain park apartments everybody cappin dont go to triangle cause you might just get yo ass kicked bottom of the hill shootin hoops sun valley nigga wanna jump me and take my starter jacket 13 years old but my big bro packin lets just say they aint take my starter jacket flashback 97 five dollar crap game gamblin in the laundry man me and dlick brandon gusto cnote dante and landon carlos dameon and my nigga lil red as out twin mine ketchup on the wall mane fast forward 08 million dollar crap game walkin through the apartments nike jordan shoe game versace glasses,1043,1050,negative,nlp_regex_ner,1,1058,1,0,1
2405,2918819,21,nike,if you think im done trappin cause i made it rappin basically this is something that you dont really know about me a ghetto superstar riding through the six middle fingers up screaming sun valley im reppin it im reppin it im reppin it im reppin it im reppin it im reppin it im reppin it im reppin it im reppin it 1970 our tower sun valley well young nigga jumped off and started trappin a nigga got killed last night what happened fuckin with them double crossin bitches from the valley mountain park apartments everybody cappin dont go to triangle cause you might just get yo ass kicked bottom of the hill shootin hoops sun valley nigga wanna jump me and take my starter jacket 13 years old but my big bro packin lets just say they aint take my starter jacket flashback 97 five dollar crap game gamblin in the laundry man me and dlick brandon gusto cnote dante and landon carlos dameon and my nigga lil red as out twin mine ketchup on the wall mane fast forward 08 million dollar crap game walkin through the apartments nike jordan shoe game versace glasses,1021,1025,negative,nlp_regex_ner,1,1058,1,0,1
2406,2925502,5,dior,im that ignorant and keep my camera man with me cause im that historic bank account enormous out ya category not to mention got a closet full of that dior shit niggas claimin that they new aint nothin new they bore me im too into doin me for me to copy your shit my diamonds shinin,863,867,negative,nlp_regex_ner,1,281,1,0,1
2407,2925984,20,mcqueen,oh why your car got a cheap gear mothafucka in his car with some cheap gear im draped in mcqueen balmain on my jean ask givenchy and marie claire,785,792,negative,nlp_regex_ner,1,145,1,0,1
2408,2925984,43,givenchy,oh why your car got a cheap gear mothafucka in his car with some cheap gear im draped in mcqueen balmain on my jean ask givenchy and marie claire,816,824,negative,nlp_regex_ner,1,145,1,0,1
2409,2925984,48,balmain,oh why your car got a cheap gear mothafucka in his car with some cheap gear im draped in mcqueen balmain on my jean ask givenchy and marie claire,793,800,negative,nlp_regex_ner,1,145,1,0,1
2410,2926831,8,cartier,yes or yes wait terminate terminate hold on my yacht got an elevator nigga try to stick me for my paper i keep my diamonds in the fridgerator hold on terminate terminate fergie be barkin like im omega she suck me like now later she ask me if i want it now or later carlton dancin on my cartier will smithin im the fresh prince hold on i mean the king cause im destined hood pope aint got time for peasants you better bow at my presence,808,815,negative,nlp_regex_ner,1,435,1,0,1
2411,2926831,42,omega,yes or yes wait terminate terminate hold on my yacht got an elevator nigga try to stick me for my paper i keep my diamonds in the fridgerator hold on terminate terminate fergie be barkin like im omega she suck me like now later she ask me if i want it now or later carlton dancin on my cartier will smithin im the fresh prince hold on i mean the king cause im destined hood pope aint got time for peasants you better bow at my presence,717,722,negative,nlp_regex_ner,1,435,1,0,1
2412,2927873,3,gucci,shes another nigga bitch a bitch that gucci mane cant get man that bitch dont exist this dick so good,228,233,negative,nlp_regex_ner,1,101,1,0,1
2413,2927873,3,gucci,one gucci mane goddamn,1047,1052,negative,nlp_regex_ner,1,22,0,0,1
2414,2927873,59,maybach,so why she standing back like a pic spaghetti straps in my maybach she showing off her tits she ran off on the plug,600,607,negative,nlp_regex_ner,1,115,1,0,1
2415,2931437,3,gucci,its gucci 1017 zone ceo hand to hand i eat mms for breakfast and i ate too much since i seen my first,4,9,negative,nlp_regex_ner,1,101,1,0,1
2416,2931463,3,gucci,but i got more than all yall pour whole pint on her panties call that strawberry molasses she said gucci you nasty why you askin and who last last longer and cascade in a these niggas hate see ya workin they crack a smile when you hurtin they say you a different person cause your truck on some 30s i tell em man i deserve it this shit aint worth nothing i tell em man,721,726,negative,nlp_regex_ner,1,368,1,0,1
2417,2931463,10,versace,im in versace niggas pocket watchin they starin and imma step up on fashion got these three months in advance feel the fabric im wearing these pants i got come from paris,283,290,positive,nlp_regex_ner,1,170,2,1,0
2418,2933001,11,patek philippe,im in an allred drop tarantula fuck a challenger damn these hoes aint got no manners bruh wheres the manager i keep throwing rubber bandies up ho pull your panties up cause you fuck like a granny fuck youre just an amateur this patek philippe gon make this crooked judge try throw the book at me,571,585,negative,nlp_regex_ner,1,295,1,0,1
2419,2933313,10,versace,im a sight to see for sore eyes your hoe should book a flight versace frames so call me forbes i done fucked every hoe,197,204,negative,nlp_regex_ner,1,118,1,0,1
2420,2933322,37,michael kors,im with her tonight a rich nigga smilin at you its so pearly white its the burr rockin fur tonight im michael kors to the floor call me sir tonight think what you wanna think,905,917,positive,nlp_regex_ner,1,174,2,1,0
2421,2933323,3,gucci,but i love jesus jesus jesus goodness gracious all these sauce its getting contagious done in vegas stays in vegas punchanella punchanella put a brick down put it back together cash and dope go hand in hand hand you the yay hand me the bags its gucci,758,763,negative,nlp_regex_ner,1,250,1,0,1
2422,2933325,3,gucci,shh 808 mafia shutup gucci,21,26,negative,nlp_regex_ner,1,26,0,0,1
2423,2933325,3,gucci,i blame yo daddy it was how you was raised should take this tom ford belt and beat you with it like back in the day they say that gucci mane is crazy and i say i agree but they stole so much sauce that i heard their record and thought it was me its gucci,819,824,negative,nlp_regex_ner,2,254,1,0,1
2424,2933325,32,tom ford,i blame yo daddy it was how you was raised should take this tom ford belt and beat you with it like back in the day they say that gucci mane is crazy and i say i agree but they stole so much sauce that i heard their record and thought it was me its gucci,749,757,negative,nlp_regex_ner,1,254,1,0,1
2425,2933326,3,gucci,yet its gucci yet its wizzop mmmmurda burr my bitch ring cost 2 mms and i aint been out a year yet my wrist is sick its terminally ill it still aint found a cure yet you burning all your bridges nigga,8,13,negative,nlp_regex_ner,3,200,1,0,1
2426,2933328,3,gucci,yeah woo can you hear me now gucci wizop bangladesh guwop got dem bales guwop got dem bales guwop got dem bales guwop got dem bales gucci havin,29,34,negative,nlp_regex_ner,7,143,1,0,1
2427,2933328,3,gucci,havin bales word is gucci havin bales i heard gucci havin bales a hundred bales on the floor lets have a marijuana war sellin this gas countin this cash fuck its 12 at the door so many plants in this bitch it look like i live on a farm so many lamps in this bitch it look like im trying to build a bomb me and my shooter back of the uber pull up with buddha thats how we maneuver if we dont know ya then we cant serve ya if you dont pay me then we gonna shoot ya gucci got 500 bags of ogs and shit yall niggas selling qps and shit got percs lortabs and pts and shit and a nigga so rich he dont need this shit,364,369,negative,nlp_regex_ner,3,608,1,0,1
2428,2933329,3,gucci,i get you fuckers knocked out for a quarter key i told you motherfuckers not to fuck with me mike will made it gucci mane and im a one man band big papa,111,116,negative,nlp_regex_ner,1,152,1,0,1
2429,2935399,3,gucci,all my dope i stretch it used to get the bricks from texas nigga just got off the exit am i gon pay or just finesse it gucci mane,256,261,negative,nlp_regex_ner,2,129,1,0,1
2430,2935450,3,gucci,but i think that she scared of gucci we dont make pornos we make horror flicks the way i kill a bitch that shit a scary movie lil momma choosin but she on that scary shit she wanna go,178,183,negative,nlp_regex_ner,5,183,1,0,1
2431,2935450,3,gucci,im passin gasses ace of spades straight out the bottle gucci mane dont do the glasses,1205,1210,negative,nlp_regex_ner,1,85,1,0,1
2432,2936086,43,givenchy,im so reckless when i rock my givenchy dress im so possessive so i rock his roc necklaces my daddy alabama momma louisiana you mix that negro with that creole make a texas bama,116,124,negative,nlp_regex_ner,1,176,1,0,1
2433,2939391,3,gucci,but you wont run up on me gucci got money my off days are sunday,80,85,positive,nlp_regex_ner,3,64,2,1,0
2434,2939391,3,gucci,and i dont do the push ups i just do the cook ups she can shoot the layup and im a weight it yeh up and late night we stay up from breakdowns and breakups 26 year old rookie named gucci came in the game well trained like flutie mike vick creeping like more of my flows stupid noorwood vision see hoes and run through it flows like the falcons receiver you need practice,427,432,negative,nlp_regex_ner,5,369,1,0,1
2435,2939391,3,gucci,im santa the bricks say gucci cause gucci man stamp em white blocks taped up like kids pampers gucci mane been drankin somethin known to cause cancer gucci manes a problem ai is an answer boss man gucci,962,967,negative,nlp_regex_ner,5,202,1,0,1
2436,2944907,10,versace,its all bout our killers wrong one to approach what you spent on ya video that went on a coat spent a million with jacob another several with johnny i mean look at the bezel we got it looking versace verse 2 game i am like nas album cover 28s powder covered pillsbury dopeboy ii,627,634,negative,nlp_regex_ner,1,278,1,0,1
2437,2944907,24,rollie,and when ya see me i want you to think lebron and kobe red and yellow diamonds nga shine rollie,1142,1148,positive,nlp_regex_ner,1,95,2,1,0
2438,2945682,32,tom ford,im tom ford theres more to the concord i been in the jungle nigga broke and on my last you was on the feet,2163,2171,negative,nlp_regex_ner,1,106,1,0,1
2439,2945710,45,audemars,i fuck you anyway diamond pateks and the audemars bitch my pieces hit for everything are you gon let me demonstrate shawty,209,217,negative,nlp_regex_ner,4,122,1,0,1
2440,2945739,43,givenchy,im all up in bal harbour givenchy and balmain it look like the godfather whenever we ball baby,338,346,positive,nlp_regex_ner,2,94,2,1,0
2441,2945739,48,balmain,im all up in bal harbour givenchy and balmain it look like the godfather whenever we ball baby,351,358,positive,nlp_regex_ner,2,94,2,1,0
2442,2945757,39,red bottom,this is the right time pour up a white wine all of these bands on me like its a lifeline givenchy for all of my niggas we pull up in slippers in nighttime fuckin bitches in the white robes let me know that its the right time all my niggas they be reppin it red bottom when i step in it niggas with me gotta let em in sos with me thats a definite nyce with me thats a definite now you met up with the dogs gotta fuck em all fore you meet the president walked in all cleaned up man whole clique on bust down walked in got 2 ws,448,458,negative,nlp_regex_ner,1,524,1,0,1
2443,2945757,43,givenchy,this is the right time pour up a white wine all of these bands on me like its a lifeline givenchy for all of my niggas we pull up in slippers in nighttime fuckin bitches in the white robes let me know that its the right time all my niggas they be reppin it red bottom when i step in it niggas with me gotta let em in sos with me thats a definite nyce with me thats a definite now you met up with the dogs gotta fuck em all fore you meet the president walked in all cleaned up man whole clique on bust down walked in got 2 ws,280,288,negative,nlp_regex_ner,2,524,1,0,1
2444,2945757,43,givenchy,im all in givenchy,1055,1063,negative,nlp_regex_ner,1,18,0,0,1
2445,2946662,23,adidas,i mean this time like everythin is swavey innit bruh everythin is swaved out swavey jean jackets swave adidas track shoes swave everythin canada my down chick never had a father,103,109,negative,nlp_regex_ner,1,177,1,0,1
2446,2946848,5,christian dior,i know your type see she was christian before now its christian dior more bags on the dinner shop let yours in store now she all that where that what you call that you give her your number its a wonder if she call back used to compliment me used to call me nice names now the only time she callin me is for a pricin thinkin it the gravy used to be my lady ever since that paper baby she been actin shady feeln like a candy kid at the mall hair manicured nails maxin out my cards tryna keep it faithful no relaxin with the broads now to find out that my passion was a fraud man i must be dumb even though she bad she cant be the one she just want my cash,441,455,negative,nlp_regex_ner,1,653,1,0,1
2447,2949022,56,jimmy choo,i mean she used to be mine right look reminiscin on the times we had made things fine when the times was bad i couldnt write a rhyme to define your class even though i spent time til the timin passed you used to rock two shoes miss beautiful jimmy choo shoes and the kiss you would do from my heart girl you had me from the start there was somethin bout,344,354,positive,nlp_regex_ner,1,353,2,1,0
2448,2949198,2,louis,but no they dont call me rick fresh up out that callie louis duffle full of sticks i know what to look so white mama named vicky i told her stop suckin girl you givin me a hickie names on the record wonder on the beat get your stamped out like were drummin with the feet im a d wade nigga swipe it comin with the heat lamborghini bird it be hummin when it speak,86,91,negative,nlp_regex_ner,1,361,1,0,1
2449,2949228,21,nike,now mr peterson this is completely phenomenal you know ive never seen such a transformation in my life now you know you come in here with your wipdedoo and your nike shoes and you know i mean im not gonna lie i wasnt a believer this is a fiasco of epic proportions i mean for lack of words i mean this is fuckin amazin,161,165,positive,nlp_regex_ner,1,318,2,1,0
2450,2949341,1,chanel,why when winter come around you find them niggas cuffin thats why when women come around you find them niggas bluffin that fly nigga come around you find your chick is nothin cause see women attracted to them niggas with status and we niggas attracted to these bitches with ass and tits chanel bags with some fashion tips to keep em sexy round they ass and hips shit i heard aneesa got a baby now i heard alisha got a lady now i heard them streets done got crazy wild,639,645,negative,nlp_regex_ner,1,467,1,0,1
2451,2951579,44,hugo boss,de m casi todo es falso ustedes roncando con retros y yo con sus jeva chingando descalzo me dicen conejo no seas egosta no te daes les digo primero yo segundo yo como kanye ya t conoces mi voz el jefe de jefes hugo boss soy como en miami rick ross si me oyes tosiendo no es que tengo tos es que en la guagua siempre he prendio ms de dos ah yo,639,648,negative,nlp_regex_ner,1,342,1,0,1
2452,2956817,10,versace,sorry actually audis cavalli the bally versace versace medusa live in my closet you think im retarded cause i got the carbon im sprayin the party i am no human,463,470,negative,nlp_regex_ner,2,159,1,0,1
2453,2962776,2,louis vuitton,im center stage i dont even get involved with it if it dont make me cum or it dont get me paid if its not the money then its poof be gone steal your man with my doobie on whole team full of bad bitches and that louis vuitton our uniform 24 karat my grills i do what i want bitch fuck how you feel fuck a whole check up all on my nails i pull up in foreign and cut in my wheel byes bitch,671,684,negative,nlp_regex_ner,1,386,1,0,1
2454,2966205,3,gucci,im sir brix a lot say some slick to gucci i hit you in your jaw when a rapper got beef want a payperview,200,205,negative,nlp_regex_ner,1,104,1,0,1
2455,2966216,3,gucci,intro shawty redd gucci mane its 2017 nigga welcome home,18,23,positive,nlp_regex_ner,1,56,2,1,0
2456,2966216,3,gucci,wop blurr shawty redd new bitch nigga yall niggas motherfuck at pyrex pot east atlanta zone 6 trap house nigga where yall think this shit started from nigga its gucci ay guc,218,223,negative,nlp_regex_ner,1,173,1,0,1
2457,2972512,3,gucci,yeah gucci mane,10,15,positive,nlp_regex_ner,1,15,1,1,0
2458,2972512,3,gucci,laflare big cat laflare baby check it its obvious im marvelous flopping is preposterous gucci mane be dropping this shit down amys esophagus elaborant extravagant damn that nigga talented and he a g,109,114,negative,nlp_regex_ner,3,198,1,0,1
2459,2972512,3,gucci,but i keep the drop take the chain and keep the watch keep the weed and take the whaaa keep the weed and take the whaaa stuff you hear is actual half you see is factual gucci international at times i am irrational,1260,1265,negative,nlp_regex_ner,1,213,1,0,1
2460,2977693,3,gucci,the crowd in a rage gucci gettin paid icey made your girl throw her thong on the stage young gucci mane hottest nigga in the a sellin plenty yae movin 20 bricks a day used to have a 86 cut with the ttop now im in a sl5 with a top drop too hot to handle ridin down conloe baby its a kodak moment get your camera gucci mane laflare nigga,20,25,negative,nlp_regex_ner,3,335,1,0,1
2461,2977693,3,gucci,damn what you say girls goin crazy bout the nigga with the waves iced out chain and the fresh cartiers voted best dressed ever since 8th grade you dont really know us lamb with the doors up wrist so froze up itll make you throw up mama imma be like gucci when i grow up move big weight,585,590,negative,nlp_regex_ner,1,285,1,0,1
2462,2977693,3,gucci,i got a trillion dollar brain million dollar worth of game hoes goin crazy bout that nigga gucci mane same set with vvs and aint a damn thang change,883,888,negative,nlp_regex_ner,3,148,1,0,1
2463,2987685,3,gucci,we waitin on it im gucci mane la flare and to diss me is risky future pourin lean like its motherfuckin whisky im the type of rich they know im strapped but dont frisk me its 2016 im on my sixteenth bentley when i get a chance to vote im votin for monica lewinsky cause ima paint her face like leonardo davinci aint nothin special bout,336,341,negative,nlp_regex_ner,1,335,1,0,1
2464,2988858,3,gucci,plus i got og in my system i got red bottoms i got real gucci rockin faragamo in december ill still buss a move in a rental pull up in crack his head down the middle my downfall what they wishin i know they dont like a nigga,2345,2350,negative,nlp_regex_ner,1,224,1,0,1
2465,2989248,55,richard mille,im in a new dimension offered her 25 keep tryin to take some of my percentage i was petrified you know my right wrist authentic i get glorified that richard mille cost 250 im a big dog it aint no sense in holdin back on my usain bolt shit i ran up in yo set fuckin with them strippers all in g5ive and as soon as the club closed we board the g5 i got scammers and junkies lined up on each side i got five percent tint on each side,1397,1410,negative,nlp_regex_ner,1,430,1,0,1
2466,2989250,3,gucci,ima call her she stay with it emilio pucci pucci is different from gucci kooky coupie a cartoon you lookin all droopy goofy goofy these niggas they lookin like groupies styrofoam cup purple act gluey,818,823,negative,nlp_regex_ner,1,199,1,0,1
2467,2989258,8,cartier,and she still aint happy got that cartier with diamonds and im laughing at ya 911 turbo porsche cause im a super trapper young pluto is out the trenches,222,229,negative,nlp_regex_ner,1,152,1,0,1
2468,2989258,24,rollie,im a super trapper i came up from out the partments where they trigger happy bought my bitch a brand new rollie,181,187,negative,nlp_regex_ner,1,111,1,0,1
2469,2989258,59,maybach,you do whatever i say so the top come out the lamb cause im a super trapper my pockets on fat albert im a super trapper two door maybach on the schedule thats the latest hard top rari double r,991,998,negative,nlp_regex_ner,1,192,1,0,1
2470,2989262,17,giorgio armani,yeah giorgio armani,207,221,positive,nlp_regex_ner,1,19,1,1,0
2471,2989279,1,chanel,if you gang gang gang thats whats up with me freebandz fire marshall drove it too long time to swap it out we got papers flip my stones it aint no clouds snatch a brand new range rover with the captain seats and i keep a mac on me like im master p captain seats in my maybach in my range rover then i flip flip flip flip game over captain seats in the maybach in the range rover then i flip flip flip flip game over 2017 with the captains the price too high you must be cappin all these franklins got me trappin sippin on screw im very active a half a milli got matted your main bitch got batted got a clear view no static got some vvs on my fabrics chanel drapes one of one i pay the rates to the lord bitch nigga,650,656,negative,nlp_regex_ner,1,714,1,0,1
2472,2989279,59,maybach,if you gang gang gang thats whats up with me freebandz fire marshall drove it too long time to swap it out we got papers flip my stones it aint no clouds snatch a brand new range rover with the captain seats and i keep a mac on me like im master p captain seats in my maybach in my range rover then i flip flip flip flip game over captain seats in the maybach in the range rover then i flip flip flip flip game over 2017 with the captains the price too high you must be cappin all these franklins got me trappin sippin on screw im very active a half a milli got matted your main bitch got batted got a clear view no static got some vvs on my fabrics chanel drapes one of one i pay the rates to the lord bitch nigga,268,275,negative,nlp_regex_ner,2,714,1,0,1
2473,2989828,3,gucci,yeah watch my finesse niggas put six on this vest that shit hard like a test this shit gucci not guess all these lil niggas pests and my niggas gon press if they fuck with my checks you know i shine with my shooters and das with the ruler i flex for the diamonds nigga,916,921,negative,nlp_regex_ner,1,268,1,0,1
2474,2990692,3,gucci,i mean cte fuck them niggas finna get outta here the dope game hard the rap game easy this is round one of gucci mane vs jeezy gucci mane vs jeezy,305,310,negative,nlp_regex_ner,5,146,1,0,1
2475,2990692,3,gucci,this is round one of gucci mane vs im the east atlanta boss dirty south like slim thugga jeezy cant make a hit with a louisville slugger slap coach k pissed on slick pulla punch kinky b dead in his dick sucka poppin on the radio boy thats a bitch step ridin round with hb smokin on the cheap junk played you on a verse cause i know you was a big crab paid lil will to sing the hook for a fifty slab did investigations now i know ya background heard you from hawkinsville thirty miles from mac town think you got a buzz cause you known at strokers got three deals but the nigga still local,499,504,negative,nlp_regex_ner,1,588,1,0,1
2476,2990692,26,coach,this is round one of gucci mane vs im the east atlanta boss dirty south like slim thugga jeezy cant make a hit with a louisville slugger slap coach k pissed on slick pulla punch kinky b dead in his dick sucka poppin on the radio boy thats a bitch step ridin round with hb smokin on the cheap junk played you on a verse cause i know you was a big crab paid lil will to sing the hook for a fifty slab did investigations now i know ya background heard you from hawkinsville thirty miles from mac town think you got a buzz cause you known at strokers got three deals but the nigga still local,620,625,negative,nlp_regex_ner,1,588,1,0,1
2477,2993672,24,rollie,please i might just shoot em and fly to another region i got some niggas thats locked away i got niggas in a better place i bust down a rollie from 50k i really did that shit yesterday i been in these streets running with them gangstas,1245,1251,negative,nlp_regex_ner,1,235,1,0,1
2478,2999451,3,gucci,im tryna keep it simple as possible you know what i do haha get you gucci on sight,210,215,positive,nlp_regex_ner,1,82,2,1,0
2479,2999451,3,gucci,you do whatever you like yeah gucci on sight,597,602,positive,nlp_regex_ner,1,44,2,1,0
2480,2999451,24,rollie,yeah rollie on ice,617,623,positive,nlp_regex_ner,1,18,1,1,0
2481,2999452,57,yeezy,yeah fine hoe yeezy aint no manners this niggas too fake,886,891,negative,nlp_regex_ner,1,56,1,0,1
2482,2999454,1,chanel,oh you did more percs than me then you must be hallucinating dont menace over these vicodins you mustve seen satan i seduce you with this rolls royce truck thats on the way chanel is on the invoice i had bought the store today that bitch get on my nerves man i had to send her out to saint tropez,305,311,negative,nlp_regex_ner,1,296,1,0,1
2483,2999455,24,rollie,im in the hills tryna find peace these bel air neighbors so nosy black draco got me cozy it was perfect timing like a rollie,1054,1060,positive,nlp_regex_ner,1,124,2,1,0
2484,2999455,55,richard mille,but i really need it eight figures big tippers yacht party a hundred strippers cant record it its confidential presidential shout out allen temple fundamentals keep it really simple richard mille,861,874,positive,nlp_regex_ner,1,195,2,1,0
2485,2999456,8,cartier,im with the shits shit get way too real cartier frames on me know i got them thangs on me panamera brain on me you know,1193,1200,negative,nlp_regex_ner,1,119,1,0,1
2486,2999460,59,maybach,see i got many types of flaws thats why i never miss a ho is that you ms sagittarius tell me what a sagittarius do you only eat vegetarian food in the backseat of the maybach you dont speak english immigration promise i wont leave you waitin catch a uber to the dealership girl you gon pick up your new registration,747,754,negative,nlp_regex_ner,1,315,1,0,1
2487,2999659,13,fendi,yeah got some lean for my new hoes cause we riding yeah fendi bag for my sidebitch dont try it,688,693,negative,nlp_regex_ner,1,94,1,0,1
2488,2999659,30,supreme,yeah red dot know thats the beam rob your whole team spend it on supreme,624,631,negative,nlp_regex_ner,1,72,1,0,1
2489,3000430,24,rollie,yea i still remain with them this rollie on me got me frozen fore elo died he told me im chosen a year later like a bomb i exploded money up now,1327,1333,negative,nlp_regex_ner,1,144,1,0,1
2490,3001218,3,gucci,intro nicki minaj gucci mane uh gucci wanna make love love love king of the skreets and when these suckas see me they should bow to my feet and kiss the ground underneath i look down at the beef that shit childish to me two hundred thousand to see me and its been sold out for weeks cant brush shoulders with me these stones in my choker are 2 karats apiece look like boulders to me damn who colder than me you think he colder than me you more bipolar than me you talkin crazy,18,23,negative,nlp_regex_ner,2,476,1,0,1
2491,3002744,12,ralph lauren,but you running over me i swear to god i aint havin it steady spendin that money we run it back up we get it and flip it and stack the shit my godmother white i live the same my lil cousin aj is african so dont come at me wit that racist shit commentin under my insta pic ralph lauren everything im so fresh and clean asics on my feet around my waist a v fuck wit,1145,1157,negative,nlp_regex_ner,1,363,1,0,1
2492,3002744,30,supreme,dgk but rather rock supreme true religion beanie true religion jeans,1257,1264,positive,nlp_regex_ner,1,68,2,1,0
2493,3003431,24,rollie,no no cant let it slide no no gon pull up let it ride like woah woah woah 50k on the rollie in case she know 100 shots out that draco turn to a ghost walk up hit em up close smoke his ass like dro hashtag rip,1179,1185,negative,nlp_regex_ner,1,208,1,0,1
2494,3003502,24,rollie,they turning me up and im feeling like im a hype man they just booked a nigga out in cali first class now im out of here walk in the spot and secure the bag i dont fuck with nobody here i live my live past forty haters they want to rewind i went and bust down a rollie i call this shit perfect time,1362,1368,positive,nlp_regex_ner,1,298,2,1,0
2495,3003577,2,louis,but i cant show her so much money make her faint jewelry like water dripping in the sink pull up in a big body like a tank balmain cashmere coat seventeenhundred the price move around the city catching bombs old school jerry rice i might pull up and serve you everything then i roll like some dice got to be in the air onto the next site louis luggage on the flight,1033,1038,negative,nlp_regex_ner,1,365,1,0,1
2496,3003577,48,balmain,but i cant show her so much money make her faint jewelry like water dripping in the sink pull up in a big body like a tank balmain cashmere coat seventeenhundred the price move around the city catching bombs old school jerry rice i might pull up and serve you everything then i roll like some dice got to be in the air onto the next site louis luggage on the flight,818,825,negative,nlp_regex_ner,1,365,1,0,1
2497,3003601,24,rollie,i heard you went and got the bust down rollie i did how you know,127,133,positive,nlp_regex_ner,1,64,2,1,0
2498,3003632,7,saint laurent,i spent 80000 just to flood the time i dont wear no hanes my tshirt saint laurent,684,697,negative,nlp_regex_ner,1,81,1,0,1
2499,3003632,11,patek,i got a load of em why you always hatin go and get you some girl why you always trippin when you know its love walk around cuban link my patek is flooded now my pockets super deep flooded with them hundreds flooded with them hundreds flooded with them hundreds what you thought it was and its 1600 try to take my soul my young niggas they coming i remember when they said that i was nothing i cant trust my brother i cant trust my cousin,249,254,negative,nlp_regex_ner,1,437,1,0,1
2500,3004766,8,cartier,yea yea chorus lil durk yfn lucci i might pour a pint thats the mood im in i might fuck yo bitch thats the mood im in might post up in the trap thats the mood im in od off the percs thats the mood im in i just put some water on my wrist so you can swim i just might go cartier for the rest of the year walk around like a atm 10 cash in my ear 20 grand for the pair,412,419,negative,nlp_regex_ner,1,364,1,0,1
2501,3004839,30,supreme,blue green jewels with the supreme fuel and looking raw up in the cut while i lay back cool and moving right to left moving right to left moving right to left moving right to left wood and leather base model never holding birds of a feather and we all are seen together moving moving right to left moving right to left moving right to left yo what i gotta do to get you pussy cat dogs to not act hard like i wouldnt jab yall you,27,34,positive,nlp_regex_ner,1,428,2,1,0
2502,3005316,59,maybach,so ima keep me a wraith my jewelry look like a lake today im in a maybach and that car came with some drapes you know i look like a safe i put you back in your place you know i look in your face sing to your bitch like im drake 2 chainz good drank big knots good stuff,572,579,negative,nlp_regex_ner,1,268,1,0,1
2503,3006156,5,dior,she like im cocky to riches im ignorant always mind her business dont put two cent in it dress her in dior and tell her mind her business i take her on a trip and pay for all expenses i dont got no type i like all hoes even in the hood with some dog hoes but them be them bitches we dont fall for talking down bitch the one that we can call on like bring me the work shawty bring me the pack like bring me the lean shawty bring me the strap her ass is like promoters how she bring it back shell drop her pants before she ever drop a dime,673,677,negative,nlp_regex_ner,1,537,1,0,1
2504,3006168,24,rollie,i be with robbers like to mug shit id rather be around some niggas i can thug with same niggas say they aint switch up on me and this rollie face a bigger bonus hang with the killers homie money hungry getting busy and the stick up homies so pick your poison it be so phony i got locked up they couldnt send me a lawyer my mama had told me these niggas aint real niggas be actin like homies screaming they gang aint put in work that shit be annoying police scorcher gotta watch out when you servin that corner what you know about late night in that trap you aint make no dime,252,258,negative,nlp_regex_ner,1,575,1,0,1
2505,3006182,1,chanel,i got a stick at my bitch house now i take shits in a big house i never carried the field i gotta outwork my pills i gotta suck up the tears im in the gutter for real i love my brother for real never depend on the slut cant force it if he is my cut them choices will make you a mutt few years in the state and the feds gave 200 months off percs and 200 blunts i get head for 200 bucks i mix chanel with the fendi shawty will kill you for singin shawty be lit with the benjis and i fucked twice in the hemy fns tucked in the denims high speed high speed i lost guns in the rental,964,970,negative,nlp_regex_ner,1,578,1,0,1
2506,3006182,13,fendi,i got a stick at my bitch house now i take shits in a big house i never carried the field i gotta outwork my pills i gotta suck up the tears im in the gutter for real i love my brother for real never depend on the slut cant force it if he is my cut them choices will make you a mutt few years in the state and the feds gave 200 months off percs and 200 blunts i get head for 200 bucks i mix chanel with the fendi shawty will kill you for singin shawty be lit with the benjis and i fucked twice in the hemy fns tucked in the denims high speed high speed i lost guns in the rental,980,985,negative,nlp_regex_ner,1,578,1,0,1
