mention_id,song_id,brand_id,brand_alias,context,char_start,char_end,sentiment,detection_method
3815,4340722,10,versace,need my high tops in yellow name another fella got versace deal thats from the ghetto yeah my foot been on,630,637,,regex
3816,4340722,10,versace,need my high tops in yellow name another fella got versace deal thats from the ghetto yeah my foot been on,943,950,,regex
3817,4092863,2,vuitton,im the big homie now i got my spunk louie vuitton truck in the front whatre you doin i look so,87,94,,regex
3818,4092863,21,nike,shit shoot cause they hikin that hike check like a nike hat yup i got the midas pack uh told the,920,924,,regex
3819,3821887,8,cartier,cartier frames 24 inches with the black with a bitch in,0,7,,regex
3820,3821887,8,cartier,cartier frames 24 inches with the black with a bitch in,144,151,,regex
3821,3821897,36,guess,and pulled me a white bitch lets just say i guess i pulled me the white bitch white shirt white kicks,505,510,,regex
3822,3928233,3,gucci,so high i cant even think man i feel sorry gucci this gucci that gucci with the gucci hat niggas fall,843,848,,regex
3823,3928233,3,gucci,so high i cant even think man i feel sorry gucci this gucci that gucci with the gucci hat niggas fall,854,859,,regex
3824,3928233,3,gucci,so high i cant even think man i feel sorry gucci this gucci that gucci with the gucci hat niggas fall,865,870,,regex
3825,3928233,3,gucci,so high i cant even think man i feel sorry gucci this gucci that gucci with the gucci hat niggas fall,880,885,,regex
3826,7635540,5,dior,my first plug out in california yeah yeah pesos stacked dior hat opp got whacked aint have nothin to do with,279,283,,regex
3827,7635540,59,maybach,had was onlyfans pinky ring summer limousine uhuh got the maybach truck bought the maybach car a partner you aint seen,620,627,,regex
3828,7635540,59,maybach,had was onlyfans pinky ring summer limousine uhuh got the maybach truck bought the maybach car a partner you aint seen,645,652,,regex
3829,2893757,1,chanel,i showed you niggas she come through this bitch with chanel on her pumps apples in back of the trunk you,562,568,,regex
3830,2442204,4,prada,of yall talking about some new js this is that prada property properly when i hit saks fifth it looks like,798,803,,regex
3831,7559738,36,guess,it dont jam they say its on sight then i guess its on sight then first couple of shows the fn,166,171,,regex
3832,2414480,7,saint laurent,like gas with a hint of bond don perignon and saint laurent ferragamo frames i kick my dab might sell a bag,703,716,,regex
3833,2414480,59,maybach,bought me a mansion i deserve that shit bought a maybach cause jay z did bought me a sprinter cause i,1221,1228,,regex
3834,2414480,3,gucci,south florida home coconuts in the trees before all the gucci i was rockin with gs it aint a drive by,1465,1470,,regex
3835,5836316,6,birkin,i kiss her earlobe like what you doin later the birkin alligator them lames agitate her im talkin natural beauty no,648,654,,regex
3836,12183298,13,fendi,im talking twenty more i do a show in the fendi store you know im great im talking 8 im talking,1013,1018,,regex
3837,4024354,26,coach,please dont be late new york knicks got a new coach markelle fultz got a new stroke swish,554,559,,regex
3838,7635542,59,maybach,transfer no plastic whatever necessary got more heart than february maybach so big it came with an office where the secretary,666,673,,regex
3839,208937,10,versace,it she got it im dodging paparazzi my outfit from versace copy copy all these niggas just copy i just bought,433,440,,regex
3840,2304711,13,fendi,zips smellin like a bag walkin into saks fifth ferragamo fendi rockin buckets nigga fuck it eatin lobster tail like they,1189,1194,,regex
3841,3105799,30,supreme,jeans i bought my queen celine i got my team supreme it aint no in between you either in or you,476,483,,regex
3842,5458852,32,tom ford,do this shit for encores i did this shit in tom ford they said im wrong for it im so fly i,653,661,,regex
3843,2832372,3,gucci,it then i buy seen through you niggas like ziplocs gucci be all on my flip flops had me more white,646,651,,regex
3844,7635541,10,versace,a strip club payin taxes mmmhmm first rappr with a versace deal did a chain reaction mmmhmm soulja boy aint do,775,782,,regex
3845,712507,3,gucci,is part two and i cant go no further until gucci come home and put a verse up on this motherfucker,1130,1135,,regex
3846,1857786,3,gucci,pluck feathers im tunechi young tunechi i wear trukfit fuck gucci shes blowing kisses at me with her pussy lips smooches,842,847,,regex
3847,2423713,21,nike,from wifey nigga i scroll down the next message from nike nigga im just doing it too big on these tiny,1122,1126,,regex
3848,6148552,36,guess,i hear is sirens i text my nigga but i guess he aint h aint replyin smile in your face and,441,446,,regex
3849,6148552,10,versace,in the coupe so im easy to find she want versace so i flew her straight out to milan it aint,644,651,,regex
3850,3016765,3,gucci,grand bitch bust it down im on a beast too gucci my feet too fuck around and buy a mink i,523,528,,regex
3851,3016765,3,gucci,grand bitch bust it down im on a beast too gucci my feet too fuck around and buy a mink i,779,784,,regex
3852,7359530,59,maybach,rolls royce again i got bout four of these uh maybach again i got some more of these baby momma legs,632,639,,regex
3853,7359530,3,gucci,back you cant front on me throw that hat on gucci hat a hunnid gs,883,888,,regex
3854,5131569,13,fendi,im talking twenty more i do a show in a fendi store you know im great im talking 8 im talking,1140,1145,,regex
3855,6148556,10,versace,am too for real nam another rapper that got a versace shoe deal the turkey bags next to the digit scales,595,602,,regex
3856,6148556,28,tiffany,pin the tail im sick for real ever since enfamil tiffany colored blicker shells the size of zinfandels got riverdale in,747,754,,regex
3857,60822,13,fendi,a meteor im off in neimans bout to buy a fendi fur sent my girl to the store for some rubber,838,843,,regex
3858,3821928,3,gucci,an igloo i am getting money is you i got gucci wearin issues i got gucci all on the shoe gucci,768,773,,regex
3859,3821928,3,gucci,an igloo i am getting money is you i got gucci wearin issues i got gucci all on the shoe gucci,794,799,,regex
3860,3821928,3,gucci,an igloo i am getting money is you i got gucci wearin issues i got gucci all on the shoe gucci,816,821,,regex
3861,3105793,21,nike,check fashion shit check cashing shit check i aint talkin nike when im talkin bout a check bought your girl some,234,238,,regex
3862,3105793,21,nike,check fashion shit check cashing shit check i aint talkin nike when im talkin bout a check bought your girl some,413,417,,regex
3863,3105793,24,rolex,cashier check fashion check foreign car check foreign bitch check rolex check gold around my neck juju on the diamond my,602,607,,regex
3864,317327,16,valentino,you just took you a placebo and my suit is valentino she is hot as jalapeno i can do a driveby,558,567,,regex
3865,317327,16,valentino,you just took you a placebo and my suit is valentino she is hot as jalapeno i can do a driveby,629,638,,regex
3866,83721,12,ralph lauren,okay i pull up at the light they already choosin ralph lauren boat shoes im already cruisin audemar p tell em order,521,533,,regex
3867,6148533,5,dior,though im on wine mode im in cabo mike amiri dior like im pop smoke on the top floor listen carefully,549,553,,regex
3868,6148533,36,guess,people head like july 4th partner died i didnt cry guess my tears is dried up when i was winnin you,697,702,,regex
3869,199152,21,nike,i keep my hoes in check you buy nike for yours say they want that loud imma bring that,32,36,,regex
3870,199152,3,gucci,been getting to the money where the fuck you been gucci hat gucci belt if you wrote a autobiography youd have,1002,1007,,regex
3871,199152,3,gucci,been getting to the money where the fuck you been gucci hat gucci belt if you wrote a autobiography youd have,1012,1017,,regex
3872,2832447,1,chanel,the hoes like i could rob like everybody there that chanel shit i like that got your own ride i like,157,163,,regex
3873,6148534,10,versace,you always posting cars and never post your home dcor versace robe to the floor the dead bolt on the door,810,817,,regex
3874,82856,17,armani,the after party twogun gang allblack ferrari his and her armani put it in her tummy and yeah the bread good,481,487,,regex
3875,10705293,9,balenciaga,them things taped up in a benz bout to hit balenciaga so i could be the freshest one to see a,846,856,,regex
3876,7472179,20,mcqueen,ridin in a hurricane im just sippin on mcqueen my crib she aint gon never leave the taylors thats,39,46,,regex
3877,5251119,26,coach,shit the way im sposed to flyin private way from coach was a player now i coach hundred mil im tryna,384,389,,regex
3878,5251119,26,coach,shit the way im sposed to flyin private way from coach was a player now i coach hundred mil im tryna,409,414,,regex
3879,4277130,59,maybach,said im telling you im alright pull up in the maybach cj with me lookin hella tipsy white girl with me,303,310,,regex
3880,10716136,9,balenciaga,you turn away might took her out and go to balenciaga she want a purse today i wasnt born with all,740,750,,regex
3881,64653,17,armani,put on my star power all black chuck tays some armani frames fifteen carats in my chain bitch im heavy in,1196,1202,,regex
3882,4291107,3,gucci,the time but nigga aint shit funny leavin out the gucci store nigga aint shit bummy on the paper chase on,745,750,,regex
3883,8239845,3,gucci,you one up and let you chill like me wear gucci loafers i dont feel nikes you shouldnt fuck with him,268,273,,regex
3884,11584753,9,balenciaga,new whip thats a gift from me work out in balenciaga like its bummy the way i been eating i should,240,250,,regex
3885,11584753,59,maybach,in the air rockin with the taylors i bulletproofed the maybach we ride round like the mayor that kk what i,883,890,,regex
3886,68498,10,versace,rollie presidential plus the rings that i got on by versace and i aint even cocky im just confident that im,747,754,,regex
3887,10085023,9,balenciaga,we on a pj but i was on a boat balenciaga vet my god i mix it with the chrome a,653,663,,regex
3888,68244,36,guess,know me cause i be on some rich nigga shit guess they comfortable with the broke me i blow by the,344,349,,regex
3889,68244,36,guess,know me cause i be on some rich nigga shit guess they comfortable with the broke me i blow by the,515,520,,regex
3890,2416515,36,guess,so i went and got a safe in my house guess all these diamonds on my wrist what you blinkin about,768,773,,regex
3891,3488745,20,mcqueen,uh one shot two shots i done mixed mcqueen with the blue dot thug life 2pac smoke me a,35,42,,regex
3892,11663651,9,balenciaga,closets like the store cant believe my socks are chrome balenciaga drawers cant believe they fighting for that spot because its,757,767,,regex
3893,6441849,8,cartier,cost me money bobby shmurda shmoney i be gettin money cartier protect my face every time that it get sunny rip,309,316,,regex
3894,6441849,3,gucci,to spnd the night but end up staying for weeks gucci bathrobe hair wove in versacci sheets all the niggas with,675,680,,regex
3895,49995,45,audemars,wanna know how much it really cost ap thats an audemars agents calling bitch im balling like im stoudemire store running,634,642,,regex
3896,3111086,3,gucci,askin what the hell is that green and black rockin gucci like i brought it back need a pack put this,266,271,,regex
3897,2453,36,guess,gang near yeh you ballin but they aint cheer i guess they tired of rootin for the same players real niggas,580,585,,regex
3898,6466399,20,mcqueen,you know yg can we go to bompton too much mcqueen its gon really turn to somethin believe in your dreams,734,741,,regex
3899,6466399,20,mcqueen,you know yg can we go to bompton too much mcqueen its gon really turn to somethin believe in your dreams,840,847,,regex
3900,10705294,5,dior,off guard when we out dont aproach us dressed in dior pose for your photos we can have sex on the,290,294,,regex
3901,81254,45,audemars,and i want it all cribs and a foreign car audemars i could be gone tomorrow thats why i grind like,635,643,,regex
3902,4291108,24,rolex,paid major weight make it hard for them to imitate rolex tell the daytime and the date if i eat all,138,143,,regex
3903,4291108,1,chanel,two this a whole nother animal this that mankind mandible chanel drip on your television channel counting cake lit as a,1229,1235,,regex
3904,4291121,59,maybach,i got major decisions to make whether to get the maybach or just chill my niggas is real in the feel,187,194,,regex
3905,4911234,60,reebok,on sunday my infinite like jump in it sponsored by reebok so you know theres a bump in it but im,517,523,,regex
3906,5794875,20,mcqueen,to china we can take a trip pouring shots of mcqueen told her take a sip money long this that bokhara,343,350,,regex
3907,6371,36,guess,sometimes i feel like im the only one here i guess nobody cares but everythings good til it goes bad and,197,202,,regex
3908,49072,2,louis vuitton,yeah all this louis vuitton i see clearly now ocean view you deserve it i,14,27,,regex
3909,142010,5,dior,talk about it now my fans on it now is dior all on my pants homie dont know where im going,441,445,,regex
3910,54681,21,nike,instead of sandals posing naked in only a pair of nike vandals bottles pop back to back extra large chronic sack,772,776,,regex
3911,49090,2,louie v,uh im smoking right now adjust my louie v vision fall up in the spot as long as me,34,41,,regex
3912,53542,36,guess,movin tahaha why would i be mad yeeaaah come and guess who biddack your favorite young kiddack niggas gon hate but,254,259,,regex
3913,53935,3,gucci,lets go excuse me my jeans levi my shoes is gucci hoes like who he on a paper chase dont waste,150,155,,regex
3914,4489020,20,mcqueen,the mix we got that wiz khalifa we got that mcqueen we got that taylor gang its all coming up next,66,73,,regex
3915,304741,24,rolex,fixing up a cone porsche getting washed in the rain rolex watches diamonds in my chain damn look at all them,743,748,,regex
3916,10704445,14,bottega,the beach xclusive homes only fuck with bougie hos new bottega on your toes fuck you in the studio runway shit,574,581,,regex
3917,9788163,36,guess,where the smoke and i pull out the bag i guess ima have to show em everyone comin round they know,848,853,,regex
3918,199341,3,gucci,know you dont see this usually but excuse me these gucci got a future so bright youll see man im this,465,470,,regex
3919,69936,43,givenchy,it all today what can i say my dna is givenchy what my swag is retarded what im driving ferrari what,376,384,,regex
3920,69936,17,armani,swag is retarded what im driving ferrari what im rocking armani gianni versace huh fuck around and ill buy one of,450,456,,regex
3921,69936,10,versace,retarded what im driving ferrari what im rocking armani gianni versace huh fuck around and ill buy one of you broke,464,471,,regex
3922,68361,3,gucci,seen you from afar nice frame and your braids long gucci bag matching your frames ma and like a don i,418,423,,regex
3923,68361,26,coach,player type but if you play it right ma ill coach you ill put it down how im spose to a,539,544,,regex
3924,8505954,6,birkin,no hands ill ride for you ooh you got a birkin but it aint from me im proud of you ooh,528,534,,regex
3925,9223851,48,balmain,all week stack up long money or they dont speak balmain balenciaga or the gucci smoke weed do shrooms but she,73,80,,regex
3926,9223851,9,balenciaga,week stack up long money or they dont speak balmain balenciaga or the gucci smoke weed do shrooms but she dont,81,91,,regex
3927,9223851,3,gucci,long money or they dont speak balmain balenciaga or the gucci smoke weed do shrooms but she dont drink i aint,99,104,,regex
3928,209397,24,rolex,pants legs rolled up wasnt even thinking bout getting a rolex now we got a rolex and the whole thing froze,369,374,,regex
3929,209397,24,rolex,pants legs rolled up wasnt even thinking bout getting a rolex now we got a rolex and the whole thing froze,388,393,,regex
3930,4489024,10,versace,showin us love 50k just to show up in club versace frames gucci on the rug i own the strain you,692,699,,regex
3931,4489024,3,gucci,love 50k just to show up in club versace frames gucci on the rug i own the strain you just know,707,712,,regex
3932,7472181,20,mcqueen,pour up some more i got a lil bottle of mcqueen out the store roll up some more i got a,783,790,,regex
3933,10705296,9,balenciaga,over everything stay taylor gang you know the code call balenciaga might go hoodie shoppin when its closed in love with,735,745,,regex
3934,8239846,36,guess,guess whos back in the motherfuckin house with a big fat,0,5,,regex
3935,4914316,23,adidas,watch me a movie thats what a real nigga do adidas slides on i aint paying all that money for no,114,120,,regex
3936,4914316,3,gucci,slides on i aint paying all that money for no gucci shit for real verse 1 uh i roll me a,167,172,,regex
3937,93132,36,guess,get a hundred mills what i came to do i guess all this money look lame to you so i spend,729,734,,regex
3938,178408,1,chanel,stuffed with goodie eyes low as hell i rock old chanel smell the kush smoke on my mink jacuzzi bubbles on,155,161,,regex
3939,178408,1,chanel,stuffed with goodie eyes low as hell i rock old chanel smell the kush smoke on my mink jacuzzi bubbles on,420,426,,regex
3940,178408,1,chanel,stuffed with goodie eyes low as hell i rock old chanel smell the kush smoke on my mink jacuzzi bubbles on,431,437,,regex
3941,178408,1,chanel,stuffed with goodie eyes low as hell i rock old chanel smell the kush smoke on my mink jacuzzi bubbles on,449,455,,regex
3942,178408,1,chanel,stuffed with goodie eyes low as hell i rock old chanel smell the kush smoke on my mink jacuzzi bubbles on,460,466,,regex
3943,178408,1,chanel,stuffed with goodie eyes low as hell i rock old chanel smell the kush smoke on my mink jacuzzi bubbles on,478,484,,regex
3944,178408,1,chanel,stuffed with goodie eyes low as hell i rock old chanel smell the kush smoke on my mink jacuzzi bubbles on,489,495,,regex
3945,178408,1,chanel,stuffed with goodie eyes low as hell i rock old chanel smell the kush smoke on my mink jacuzzi bubbles on,507,513,,regex
3946,178408,1,chanel,stuffed with goodie eyes low as hell i rock old chanel smell the kush smoke on my mink jacuzzi bubbles on,518,524,,regex
3947,178408,1,chanel,stuffed with goodie eyes low as hell i rock old chanel smell the kush smoke on my mink jacuzzi bubbles on,536,542,,regex
3948,178408,1,chanel,stuffed with goodie eyes low as hell i rock old chanel smell the kush smoke on my mink jacuzzi bubbles on,547,553,,regex
3949,178408,1,chanel,stuffed with goodie eyes low as hell i rock old chanel smell the kush smoke on my mink jacuzzi bubbles on,565,571,,regex
3950,178408,1,chanel,stuffed with goodie eyes low as hell i rock old chanel smell the kush smoke on my mink jacuzzi bubbles on,576,582,,regex
3951,178408,1,chanel,stuffed with goodie eyes low as hell i rock old chanel smell the kush smoke on my mink jacuzzi bubbles on,594,600,,regex
3952,178408,1,chanel,stuffed with goodie eyes low as hell i rock old chanel smell the kush smoke on my mink jacuzzi bubbles on,605,611,,regex
3953,178408,1,chanel,stuffed with goodie eyes low as hell i rock old chanel smell the kush smoke on my mink jacuzzi bubbles on,623,629,,regex
3954,178408,1,chanel,stuffed with goodie eyes low as hell i rock old chanel smell the kush smoke on my mink jacuzzi bubbles on,634,640,,regex
3955,5477035,36,guess,new broad and she gettin me paid fuck niggas hate guess that come with the game got a new car and,583,588,,regex
3956,7472143,20,mcqueen,to her seat her shit too expensive thc pills and mcqueen shots we twisted none of us spilled our drinks when,682,689,,regex
3957,4611,24,rolex,millions time is money so i went and bought a rolex time is money so i went and bought a rolex,907,912,,regex
3958,4611,24,rolex,millions time is money so i went and bought a rolex time is money so i went and bought a rolex,950,955,,regex
3959,7472133,20,mcqueen,gotta couple bitches sippin on mcqueen wizzle got wings wizzle got everything come back to my,31,38,,regex
3960,4291122,21,nike,tv sitting court side playing my nintendo switch with a nike headband fresh from 1996 kicks sick collection quarantined deadstock 23s,1167,1171,,regex
3961,4488978,10,versace,hunger pains now we all rocking two or three chains versace everything spilling our drinks pulling out minks live a life,1335,1342,,regex
3962,142009,6,hermes,as can be at that point you aspire to be hermes belt im the flyest degree sweeter than sugar sweeter than,723,729,,regex
3963,4290114,36,guess,right now ooooooooooo roll up in your daddys salary i guess thats why all these fuck niggas mad at me instagram,156,161,,regex
3964,5732,36,guess,let my hoes choose no socks in my boat shoes guess a nigga eatin good like whole foods not a couple,303,308,,regex
3965,9788165,26,coach,her on the ocean i dont play the game i coach it they aint gotta ask cause they already know it,837,842,,regex
3966,9592043,36,guess,route them lame niggas left out they dont have to guess now im flickin ashes in my palace couple chicks laughin,691,696,,regex
3967,55203,3,gucci,popeye and im pimp all the hoes call me papa gucci chuck tays i dont fuck with no prada fresh off,503,508,,regex
3968,55203,4,prada,me papa gucci chuck tays i dont fuck with no prada fresh off the plane and im smoking like high times,540,545,,regex
3969,7883185,36,guess,with me them other niggas let you dont have to guess or even stress we strive for greatness baby nothing less,143,148,,regex
3970,151347,2,louis vuitton,my cup a whole lot of stink in my blunt louis vuitton boy this gucc he got on fuck the charms see,493,506,,regex
3971,49629,2,louis vuitton,it match my damier luggage too joints rolled up thats louis vuitton uh bad bitches and cold drinks yeah you know what,321,334,,regex
3972,3132396,45,audemars,we trynna get rich we aint trynna maintain buss down audemars the whip plain jane almost broke my wrist tryna whip,636,644,,regex
3973,9223852,14,bottega,want me bottle after bottle she gon swallow that new bottega dress let her model that give that ass a smack,309,316,,regex
3974,49996,36,guess,a thing i wont do and im awake so i guess my dreams come true,713,718,,regex
3975,5945604,6,birkin,up tryna get rich tryna get money for a new birkin tryna secure the trip for your girlfriend tryna lock down,507,513,,regex
3976,4150,26,coach,crib with 10 grand bought a hundred pair im the coach i can show you how to be a player 58,476,481,,regex
3977,4896661,36,guess,keep driving these cars and keep fucking these stars i guess thats the world we live in young niggas with executive,181,186,,regex
3978,9223853,4,prada,ride a mercedes prada for days louis from virgil birkin baby balenciaga you and,16,21,,regex
3979,9223853,6,birkin,ride a mercedes prada for days louis from virgil birkin baby balenciaga you and the ladies ysl you look amazin,49,55,,regex
3980,9223853,9,balenciaga,a mercedes prada for days louis from virgil birkin baby balenciaga you and the ladies ysl you look amazin eight in,61,71,,regex
3981,9223853,7,ysl,louis from virgil birkin baby balenciaga you and the ladies ysl you look amazin eight in the mornin say that you,91,94,,regex
3982,7472191,36,guess,never be convinced to take another run you fuckin dumb guess so she dont wanna let go nigga you cant roll,628,633,,regex
3983,5945575,20,mcqueen,new wiz hot box available on grub hub uber eats mcqueen get you some mcqueen thing yo is it only for,186,193,,regex
3984,5945575,20,mcqueen,new wiz hot box available on grub hub uber eats mcqueen get you some mcqueen thing yo is it only for,207,214,,regex
3985,141852,59,maybach,a whip to match that brand new car thinking maybe maybach brand new insides everything black young ass nigga blowing og,1595,1602,,regex
3986,11677023,9,balenciaga,never running out of tree theres more on the way balenciaga and chrome fill up my closet space khalifa man been,390,400,,regex
3987,6018072,55,richard mille,the weak stomach im just tryna call pharrell for that richard mille putting kushy in the air make sure you inhale hop,756,769,,regex
3988,93131,24,rolex,if im in it i paid it my watch by rolex niggas sayin i made it yeah i smoke good weed,315,320,,regex
3989,5251120,20,mcqueen,you niggas fake never trust you again keep a lil mcqueen in my cup taylor cuff in my pants nother red,846,853,,regex
3990,6018157,20,mcqueen,real i said fuck the suite get the villa more mcqueen chilled up mow im smokin making em uncomfortable when we,49,56,,regex
3991,6018157,10,versace,on vacation there we smokin on the shores in jamaica versace robe balenciaga windbreaker come to weed i own acres you,317,324,,regex
3992,6018157,9,balenciaga,there we smokin on the shores in jamaica versace robe balenciaga windbreaker come to weed i own acres you niggas fallin,330,340,,regex
3993,4360950,21,nike,trunk here where white tees and fitted caps match the nike game we drop bets on fast cars and dice games,739,743,,regex
3994,53767,3,gucci,broad turn groupie she like gosh look at all this gucci i have her in the crib late night in the,942,947,,regex
3995,438975,24,rolex,thats rich lifestyle of my niggas thats rich got a rolex on my wrist i ride for my niggas thats it,636,641,,regex
3996,5911,10,versace,weed couple hits is all you gonna need in my versace frames im blazed somewhere on the island smoking some ray,957,964,,regex
3997,10705292,32,tom ford,some im still waiting rolling weed up every day sprayin tom ford she loving my fragrance i aint make it overnight to,176,184,,regex
3998,50853,26,coach,back religion always true my president is black my head coach too oooh im young khalifa im youngim young khalifa,582,587,,regex
3999,2925502,5,dior,category not to mention got a closet full of that dior shit niggas claimin that they new aint nothin new they,863,867,,regex
4000,4822198,36,guess,ever changes had a bad day all week but i guess you knew about it nothings getting better and nothing ever,418,423,,regex
4001,5973500,36,guess,out of love til you love someone else til then guess ill dance guess ill dance til then guess ill dance,556,561,,regex
4002,5973500,36,guess,out of love til you love someone else til then guess ill dance guess ill dance til then guess ill dance,572,577,,regex
4003,5973500,36,guess,out of love til you love someone else til then guess ill dance guess ill dance til then guess ill dance,597,602,,regex
4004,5973500,36,guess,out of love til you love someone else til then guess ill dance guess ill dance til then guess ill dance,613,618,,regex
4005,5973500,36,guess,out of love til you love someone else til then guess ill dance guess ill dance til then guess ill dance,623,628,,regex
4006,435779,36,guess,want to say i thought i wouldnt need to i guess i read you wrong too much of a good thing,523,528,,regex
4007,5267538,36,guess,tried to make you into someone else someone else i guess the only one im foolin is my stupid self youre,375,380,,regex
4008,387414,36,guess,guess its true im not good at a onenight stand but,0,5,,regex
4009,10717143,36,guess,guess its true im not good at a onenight stand but,0,5,,regex
4010,8740695,36,guess,guess its true im not good at a onenight stand but,0,5,,regex
4011,3295237,36,guess,learn so much so much from bein lonely but i guess i didnt learn enough cause now you wont hold me,174,179,,regex
4012,3295237,36,guess,learn so much so much from bein lonely but i guess i didnt learn enough cause now you wont hold me,230,235,,regex
4013,3295237,36,guess,learn so much so much from bein lonely but i guess i didnt learn enough cause now you wont hold me,263,268,,regex
4014,3295237,36,guess,learn so much so much from bein lonely but i guess i didnt learn enough cause now you wont hold me,294,299,,regex
4015,3295237,36,guess,learn so much so much from bein lonely but i guess i didnt learn enough cause now you wont hold me,359,364,,regex
4016,5171420,36,guess,the light as i wander down the avenue so confused guess ill try and force a smile pink lemonade sippin on,193,198,,regex
4017,2293483,36,guess,to you and i could paint you pictures but i guess i could just never write a song and then maybe,340,345,,regex
4018,2293483,36,guess,to you and i could paint you pictures but i guess i could just never write a song and then maybe,770,775,,regex
4019,187105,36,guess,erase in my heart youre my type of guy i guess if i was stuck in east northumberland high for the,234,239,,regex
4020,186087,36,guess,tried not to hurt you yeah i tried but i guess thats why they say every rose has its thorn just,240,245,,regex
4021,741824,36,guess,try and when you said that we were forever i guess its just another lie letting me slip right through your,250,255,,regex
4022,8881805,36,guess,givin everything to realize not even worth my time i guess words are just words for you you didnt mean anything,121,126,,regex
4023,11494450,36,guess,remind me of you i went to the doctor and guess what he told me guess what he told me he,764,769,,regex
4024,11494450,36,guess,remind me of you i went to the doctor and guess what he told me guess what he told me he,786,791,,regex
4025,186003,36,guess,the same same and the storys getting old so i guess the driveway will be the end of the road for,363,368,,regex
4026,11341563,36,guess,make a mess so i sat quietly agreed politely i guess that i forgot i had a choice i let you,193,198,,regex
4027,5543329,36,guess,told them your dreams and they all started laughing i guess youre out of your mind til it actually happens im,54,59,,regex
4028,5708864,36,guess,told them your dreams and they all started laughing i guess youre out of your mind til it actually happens im,54,59,,regex
4029,4149845,36,guess,lightning strikes only once in your life i guess im lucky cause ive found myself in the line of,43,48,,regex
4030,4149845,36,guess,lightning strikes only once in your life i guess im lucky cause ive found myself in the line of,376,381,,regex
4031,4556425,36,guess,still takes me back thought it was done but i guess its never really over oh we were such a mess,360,365,,regex
4032,4556425,36,guess,still takes me back thought it was done but i guess its never really over oh we were such a mess,459,464,,regex
4033,6390672,36,guess,make a mess so i sat quietly agreed politely i guess that i forgot i had a choice i let you,119,124,,regex
4034,196101,2,vuitton,time you lost your apartment cause you bought too much vuitton you park in a loading zone you sleep with the,652,659,,regex
4035,195939,36,guess,seed you said move on where do i go i guess second best is all i will know cause when im,177,182,,regex
4036,239162,1,chanel,everythings all neon and hazy this is how we do chanel this chanel that hell yeah all my girls vintage chanel,250,256,,regex
4037,239162,1,chanel,everythings all neon and hazy this is how we do chanel this chanel that hell yeah all my girls vintage chanel,262,268,,regex
4038,239162,1,chanel,everythings all neon and hazy this is how we do chanel this chanel that hell yeah all my girls vintage chanel,305,311,,regex
4039,1157870,1,chanel,ping pong all night long everythings all neon and hazy chanel this chanel that hell yeah all my girls vintage chanel,290,296,,regex
4040,1157870,1,chanel,ping pong all night long everythings all neon and hazy chanel this chanel that hell yeah all my girls vintage chanel,302,308,,regex
4041,1157870,1,chanel,ping pong all night long everythings all neon and hazy chanel this chanel that hell yeah all my girls vintage chanel,345,351,,regex
4042,10483753,7,saint laurent,guardo a 200 kilmetro en un gallardo con unas botas saint laurent de leopardo en medallo soy amado como en brasil es,82,95,,regex
4043,10483753,3,gucci,soy el one of one en medallo spiderman aqu solo gucci nunca nos ponemo vans con la corta en la cintura,888,893,,regex
4044,4519978,5,christian dior,mi carro t te ves mejor el cuarto huele a christian dior eres muy bonita pa llorar por l no merece que,246,260,,regex
4045,4519978,5,christian dior,mi carro t te ves mejor el cuarto huele a christian dior eres muy bonita pa llorar por l no merece que,439,453,,regex
4046,3687929,1,chanel,de noche a visitar la calle buscando gatas con bolsos chanel y lindo maquillaje me cans de ser romntico y regalar,115,121,,regex
4047,8943487,16,valentino,lambo hasta el ombligo y despu te arranco lo pantys valentino te pongo en cuatro y te viene con el demon,694,703,,regex
4048,9446614,21,nike,los desayunos son dom pri con egg whites si mandan nike son las offwhite tenemos aos que no perdemos un flight,794,798,,regex
4049,728859,36,guess,brought out the worst in me here i am yeah guess the price was the fall if i get up cause,249,254,,regex
4050,81485,36,guess,im throwed and i dont know what to do i guess i gotta give part two of my confessions if im,197,202,,regex
4051,81485,36,guess,im throwed and i dont know what to do i guess i gotta give part two of my confessions if im,1046,1051,,regex
4052,132447,36,guess,i vowed to never do this again but uh i guess this seems to be the only thing im good at,222,227,,regex
4053,4013014,3,gucci,me get that gift shop gift shop yeah treat the gucci store like a gift shop treat the gucci store like,118,123,,regex
4054,4013014,3,gucci,me get that gift shop gift shop yeah treat the gucci store like a gift shop treat the gucci store like,157,162,,regex
4055,4013014,3,gucci,me get that gift shop gift shop yeah treat the gucci store like a gift shop treat the gucci store like,263,268,,regex
4056,4013014,3,gucci,me get that gift shop gift shop yeah treat the gucci store like a gift shop treat the gucci store like,302,307,,regex
4057,4013014,45,audemars,gift shop treat the gucci store like a gift shop audemars dont go ticktock ice box diamonds in my wrist watch,331,339,,regex
4058,4013014,13,fendi,life who this she do what she can for a fendi bag iced out wrist that gliss that gliss that gliss,749,754,,regex
4059,8921780,36,guess,you done made it messy i guess that means you qualified how the fuck you choke then,25,30,,regex
4060,32353,36,guess,aint love her cant say i aint try but i guess my love wasnt good enough i guess im guilty for,311,316,,regex
4061,32353,36,guess,aint love her cant say i aint try but i guess my love wasnt good enough i guess im guilty for,345,350,,regex
4062,32353,36,guess,aint love her cant say i aint try but i guess my love wasnt good enough i guess im guilty for,396,401,,regex
